Pair_ID,Project_A_ID,Project_B_ID,Project_A_Title,Project_B_Title,Project_A_Abstract,Project_B_Abstract,Project_A_Features,Project_B_Features,Project_A_Keywords,Project_B_Keywords,SBERT_Similarity,TFIDF_Similarity,Cosine_Similarity,Faculty_Label,AI_Label,Similarity_Category,Reviewer_Name,Review_Date,Comments
SB0299,PRJ0162,PRJ0372,RFID Card Based Student Attendance System,Face Recognition Based Student Attendance System (Variant 5),Records student attendance at classroom entry using MFRC522 RFID cards and microcontroller logging.,An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,MFRC522 RFID; Arduino Uno; LCD Display,OpenCV; face_recognition; SQLite; Python,"rfid attendance, card reader, arduino, student log","face recognition, attendance, opencv, biometric",0.665,0.479,0.619,Partially Similar,Partially Similar,Same-Domain Variant,Dr. V. Nair,2026-003-27,Shares the same domain objective (Attendance) but utilizes completely different hardware/software modalities (RFID vs Vision).
SB0300,PRJ0163,PRJ0373,IoT Smart Irrigation System using Soil Moisture Sensors,Plant Leaf Pathology Classifier using Mobile Vision (Variant 5),Automates agricultural watering when capacitive soil moisture sensors drop below pre-set thresholds.,Classifies plant leaf images into healthy or diseased categories using a MobileNet convolutional neural network.,Capacitive Soil Sensor; Arduino; Relay Pump,MobileNet; TensorFlow Lite; Flutter App,"smart irrigation, soil moisture, iot, arduino","plant disease, leaf classification, mobile cnn, agritech",0.613,0.431,0.554,Partially Similar,Partially Similar,Same-Domain Variant,Dr. A. Sharma,2026-002-15,"Both belong to Agriculture domain, but one is an IoT hardware control system and the other is a computer vision app."
SB0301,PRJ0164,PRJ0374,Chest X-Ray Pneumonia Classifier using CNN,AI Powered ECG Heart Disease Risk Predictor (Variant 5),Diagnoses pulmonary pneumonia from chest X-ray radiograph images using fine-tuned ResNet-50 models.,Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,ResNet-50; PyTorch; DICOM Imaging,Random Forest; SciPy Signal; Scikit-Learn; Flask,"pneumonia, chest x-ray, cnn, medical imaging","ecg risk, heart disease, cardiac prediction, ml",0.529,0.379,0.502,Partially Similar,Partially Similar,Same-Domain Variant,Prof. L. Fernandes,2026-002-20,"Both are Healthcare AI diagnostic systems, but operate on different organs (Lungs vs Heart) and data modalities (Images vs Signals)."
SB0302,PRJ0165,PRJ0375,SQL Injection Web Application Firewall Prototype,Phishing URL Detector using Machine Learning (Variant 5),Intercepts incoming HTTP POST parameters to block SQL injection payloads using pattern matching rules.,Classifies browser URLs as legitimate or phishing sites using engineered domain features and XGBoost.,ModSecurity; Regex Rules; Nginx WAF,XGBoost; URL Lexical Features; Chrome Extension,"sql injection, waf, web security, payload filtering","phishing url, xgboost, security, browser extension",0.595,0.464,0.582,Partially Similar,Partially Similar,Same-Domain Variant,Prof. G. Deshmukh,2026-002-18,"Both are Cybersecurity projects, but one operates as an inline WAF server component while the other is a URL classifier extension."
SB0303,PRJ0166,PRJ0376,AI Powered ECG Heart Disease Risk Predictor,Plant Leaf Pathology Classifier using Mobile Vision (Variant 5),Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,Classifies plant leaf images into healthy or diseased categories using a MobileNet convolutional neural network.,Random Forest; SciPy Signal; Scikit-Learn; Flask,MobileNet; TensorFlow Lite; Flutter App,"ecg risk, heart disease, cardiac prediction, ml","plant disease, leaf classification, mobile cnn, agritech",0.167,0.107,0.105,Different,Different,Cross-Domain Distinct,Prof. L. Fernandes,2026-004-17,Completely different domains (Human Healthcare vs Plant Agritech) and unrelated objectives.
SB0304,PRJ0167,PRJ0377,Face Recognition Based Student Attendance System,STM32 Smart Grid Energy Metering System (Variant 5),An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,A LoRa-enabled smart energy meter using STM32 microcontrollers to measure voltage sags and power harmonics.,OpenCV; face_recognition; SQLite; Python,STM32F4; ACS712; LoRaWAN; Grafana,"face recognition, attendance, opencv, biometric","smart grid, energy meter, stm32, lorawan",0.134,0.035,0.072,Different,Different,Cross-Domain Distinct,Prof. S. Iyer,2026-002-10,No conceptual overlap; Computer Vision software vs Power Electronics hardware.
SB0305,PRJ0168,PRJ0378,AST Graph Neural Network Code Plagiarism Detector,Submersible Industrial Water Quality Probe Buoy (Variant 5),Parses source code into Abstract Syntax Trees (AST) and trains Graph Neural Networks to detect obfuscated student code plagiarism.,A floating solar-powered buoy equipped with RS485 pH and turbidity probes to monitor river chemical contamination.,Tree-sitter; PyTorch Geometric; AST Parser,ESP8266; RS485 Modbus; pH Sensor; Solar MPPT,"ast, graph neural network, code plagiarism, tree-sitter","water quality, ph probe, modbus rs485, solar buoy",0.1,0.01,0.071,Different,Different,Cross-Domain Distinct,Dr. V. Nair,2026-003-21,Cross-domain distinct; NLP Code Analysis vs Environmental IoT Sensing.
SB0306,PRJ0169,PRJ0379,zk-SNARK Zero-Knowledge Academic Credential Registry,Autonomous Quadcopter Path Navigation Drone (Variant 5),Compiles Circom arithmetic circuits to verify university degree qualification without disclosing student grades.,A quadcopter drone running ArduPilot flight controllers for autonomous GPS waypoint obstacle avoidance navigation.,Circom; SnarkJS; Solidity; Ethers.js,Pixhawk 4; Jetson Nano; ROS2; MAVLink,"zk-snark, zero-knowledge proof, degree verification, solidity","quadcopter, flight controller, ros2, waypoint navigation",0.13,0.092,0.079,Different,Different,Cross-Domain Distinct,Dr. K. Rao,2026-003-10,Completely distinct fields (Cryptographic Blockchain vs Aerial Robotics).
SB0307,PRJ0170,PRJ0380,vLLM Distributed Model Server with PagedAttention,RFID Solenoid Door Lock Access Control (Variant 5),Serves 70B parameter LLMs across GPU clusters using vLLM PagedAttention and INT4 quantization.,Unlocks lab doors when authorized MFRC522 13.56MHz RFID cards are scanned at an Arduino reader.,vLLM; Ray; PyTorch; CUDA; FastAPI,MFRC522 RFID; Arduino Uno; Relay Driver,"vllm, distributed llm, pagedattention, cuda","rfid lock, access control, arduino, relay",0.094,0.012,0.052,Different,Different,Cross-Domain Distinct,Dr. R. Kumar,2026-001-13,Unrelated architectures; Distributed GPU LLM Infrastructure vs Basic Microcontroller Door Hardware.
SB0308,PRJ0171,PRJ0381,Face Recognition Based Student Attendance System,Webcam Facial Recognition Automated Attendance Marker (Variant 6),An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,A real-time attendance marking system that detects and identifies student faces from a webcam video stream to update an attendance database.,OpenCV; face_recognition; SQLite; Python,OpenCV; MTCNN; Flask; PostgreSQL,"face recognition, attendance, opencv, biometric","facial attendance, webcam marker, opencv, flask",0.922,0.886,0.912,Similar,Similar,Duplicate / Near-Duplicate,Prof. P. Menon,2026-005-26,Essentially the same project with minor framework variations; clear duplicate concept.
SB0309,PRJ0172,PRJ0382,AI Powered ECG Heart Disease Risk Predictor,Cardiac Arrhythmia Classification from ECG Signals using Machine Learning (Variant 6),Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,A machine learning system that classifies ECG heart signals to identify cardiac arrhythmia anomalies in real time.,Random Forest; SciPy Signal; Scikit-Learn; Flask,1D-CNN; ECG Biosignals; PyTorch; FastAPI,"ecg risk, heart disease, cardiac prediction, ml","cardiac arrhythmia, ecg classification, signal processing, cnn",0.862,0.811,0.866,Similar,Similar,Duplicate / Near-Duplicate,Prof. L. Fernandes,2026-006-23,High semantic overlap in biosignal processing and cardiac health objectives.
SB0310,PRJ0173,PRJ0383,IoT Smart Irrigation System using Soil Moisture Sensors,Automated Crop Irrigation Controller with ESP32 and Soil Sensors (Variant 6),Automates agricultural watering when capacitive soil moisture sensors drop below pre-set thresholds.,An ESP32-based smart irrigation controller that activates water solenoid valves based on real-time soil moisture and weather inputs.,Capacitive Soil Sensor; Arduino; Relay Pump,ESP32; Soil Sensor; Relay Driver; MQTT,"smart irrigation, soil moisture, iot, arduino","automated irrigation, esp32, soil sensor, mqtt",0.916,0.815,0.925,Similar,Similar,Duplicate / Near-Duplicate,Prof. G. Deshmukh,2026-006-16,Identical core problem statement and hardware architecture.
SB0311,PRJ0174,PRJ0384,Blockchain Based Decentralized Student Voting DApp,Ethereum Smart Contract Voting Platform for University Elections (Variant 6),Records university student council election votes immutably on an Ethereum blockchain to prevent tampering.,"A decentralized voting application using Solidity smart contracts to conduct secure, transparent student elections.",Ethereum; Solidity; Web3.js; React,Solidity; Hardhat; Ethers.js; Next.js,"blockchain voting, student elections, smart contract, ethereum","ethereum voting, dapp, solidity, election security",0.961,0.864,0.966,Similar,Similar,Duplicate / Near-Duplicate,Dr. N. Krishnan,2026-005-20,Near-duplicate concept; core smart contract logic and objective match.
SB0312,PRJ0175,PRJ0385,AST Graph Neural Network Code Plagiarism Detector,Source Code Structural Similarity Analyzer using Program Graphs (Variant 6),Parses source code into Abstract Syntax Trees (AST) and trains Graph Neural Networks to detect obfuscated student code plagiarism.,A tool that converts programming assignments into Program Dependence Graphs to identify structural code clones across student submissions.,Tree-sitter; PyTorch Geometric; AST Parser,AST Parser; Graph Isomorphism Net; NetworkX,"ast, graph neural network, code plagiarism, tree-sitter","code similarity, program dependence graph, structural clone, gnn",0.908,0.824,0.898,Similar,Similar,Duplicate / Near-Duplicate,Dr. K. Rao,2026-003-23,Very close algorithmic methodology and identical target domain.
SB0313,PRJ0176,PRJ0386,RFID Card Based Student Attendance System,Face Recognition Based Student Attendance System (Variant 6),Records student attendance at classroom entry using MFRC522 RFID cards and microcontroller logging.,An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,MFRC522 RFID; Arduino Uno; LCD Display,OpenCV; face_recognition; SQLite; Python,"rfid attendance, card reader, arduino, student log","face recognition, attendance, opencv, biometric",0.653,0.509,0.619,Partially Similar,Partially Similar,Same-Domain Variant,Prof. S. Iyer,2026-004-22,Shares the same domain objective (Attendance) but utilizes completely different hardware/software modalities (RFID vs Vision).
SB0314,PRJ0177,PRJ0387,IoT Smart Irrigation System using Soil Moisture Sensors,Plant Leaf Pathology Classifier using Mobile Vision (Variant 6),Automates agricultural watering when capacitive soil moisture sensors drop below pre-set thresholds.,Classifies plant leaf images into healthy or diseased categories using a MobileNet convolutional neural network.,Capacitive Soil Sensor; Arduino; Relay Pump,MobileNet; TensorFlow Lite; Flutter App,"smart irrigation, soil moisture, iot, arduino","plant disease, leaf classification, mobile cnn, agritech",0.604,0.4,0.514,Partially Similar,Partially Similar,Same-Domain Variant,Dr. R. Kumar,2026-004-27,"Both belong to Agriculture domain, but one is an IoT hardware control system and the other is a computer vision app."
SB0315,PRJ0178,PRJ0388,Chest X-Ray Pneumonia Classifier using CNN,AI Powered ECG Heart Disease Risk Predictor (Variant 6),Diagnoses pulmonary pneumonia from chest X-ray radiograph images using fine-tuned ResNet-50 models.,Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,ResNet-50; PyTorch; DICOM Imaging,Random Forest; SciPy Signal; Scikit-Learn; Flask,"pneumonia, chest x-ray, cnn, medical imaging","ecg risk, heart disease, cardiac prediction, ml",0.51,0.381,0.475,Partially Similar,Partially Similar,Same-Domain Variant,Prof. T. Joseph,2026-005-20,"Both are Healthcare AI diagnostic systems, but operate on different organs (Lungs vs Heart) and data modalities (Images vs Signals)."
SB0316,PRJ0179,PRJ0389,SQL Injection Web Application Firewall Prototype,Phishing URL Detector using Machine Learning (Variant 6),Intercepts incoming HTTP POST parameters to block SQL injection payloads using pattern matching rules.,Classifies browser URLs as legitimate or phishing sites using engineered domain features and XGBoost.,ModSecurity; Regex Rules; Nginx WAF,XGBoost; URL Lexical Features; Chrome Extension,"sql injection, waf, web security, payload filtering","phishing url, xgboost, security, browser extension",0.625,0.439,0.599,Partially Similar,Partially Similar,Same-Domain Variant,Prof. M. Reddy,2026-006-15,"Both are Cybersecurity projects, but one operates as an inline WAF server component while the other is a URL classifier extension."
